date,timestamp,timestamp_ms,status,body_battery_level
2026-03-01,2026-03-01 18:24:00,1772389440000,MEASURED,28
2026-03-01,2026-03-01 18:27:00,1772389620000,MEASURED,28
2026-03-01,2026-03-01 18:30:00,1772389800000,MEASURED,28
2026-03-01,2026-03-01 18:33:00,1772389980000,MEASURED,28
2026-03-01,2026-03-01 18:36:00,1772390160000,MEASURED,28
2026-03-01,2026-03-01 18:39:00,1772390340000,MEASURED,28
2026-03-01,2026-03-01 18:42:00,1772390520000,MEASURED,27
2026-03-01,2026-03-01 18:45:00,1772390700000,MEASURED,27
2026-03-01,2026-03-01 18:48:00,1772390880000,MEASURED,27
2026-03-01,2026-03-01 18:51:00,1772391060000,MEASURED,27
2026-03-01,2026-03-01 18:54:00,1772391240000,MEASURED,26
2026-03-01,2026-03-01 18:57:00,1772391420000,MEASURED,26
2026-03-01,2026-03-01 19:00:00,1772391600000,MEASURED,26
2026-03-01,2026-03-01 19:03:00,1772391780000,MEASURED,25
2026-03-01,2026-03-01 19:06:00,1772391960000,MEASURED,25
2026-03-01,2026-03-01 19:09:00,1772392140000,MEASURED,25
2026-03-01,2026-03-01 19:12:00,1772392320000,MEASURED,25
2026-03-01,2026-03-01 19:15:00,1772392500000,MEASURED,24
2026-03-01,2026-03-01 19:18:00,1772392680000,MEASURED,24
2026-03-01,2026-03-01 19:21:00,1772392860000,MEASURED,24
2026-03-01,2026-03-01 19:24:00,1772393040000,MEASURED,24
2026-03-01,2026-03-01 19:27:00,1772393220000,MEASURED,23
2026-03-01,2026-03-01 19:30:00,1772393400000,MEASURED,23
2026-03-01,2026-03-01 19:33:00,1772393580000,MEASURED,23
2026-03-01,2026-03-01 19:36:00,1772393760000,MEASURED,23
2026-03-01,2026-03-01 19:39:00,1772393940000,MEASURED,22
2026-03-01,2026-03-01 19:42:00,1772394120000,MEASURED,22
2026-03-01,2026-03-01 19:45:00,1772394300000,MEASURED,22
2026-03-01,2026-03-01 19:48:00,1772394480000,MEASURED,22
2026-03-01,2026-03-01 19:51:00,1772394660000,MEASURED,21
2026-03-01,2026-03-01 19:54:00,1772394840000,MEASURED,21
2026-03-01,2026-03-01 19:57:00,1772395020000,MEASURED,21
2026-03-01,2026-03-01 20:00:00,1772395200000,MEASURED,21
2026-03-01,2026-03-01 20:03:00,1772395380000,MEASURED,21
2026-03-01,2026-03-01 20:06:00,1772395560000,MEASURED,20
2026-03-01,2026-03-01 20:09:00,1772395740000,MEASURED,20
2026-03-01,2026-03-01 20:12:00,1772395920000,MEASURED,20
2026-03-01,2026-03-01 20:15:00,1772396100000,MODELED,19
2026-03-01,2026-03-01 20:18:00,1772396280000,MODELED,19
2026-03-01,2026-03-01 20:21:00,1772396460000,MODELED,19
2026-03-01,2026-03-01 20:24:00,1772396640000,MODELED,19
